english,tag,definition
tutorial,noun,1. a period of teaching in a university that involves discussion between an individual student or a small group of students and a tutor 2. a short book or computer program that gives information on a particular subject or explains how something is done
tuxedo,noun,"1. a black or white jacket and trousers, worn with a bow tie at formal occasions in the evening 2. a black or white jacket worn with a bow tie at formal occasions in the evening"
tweed,noun,"1. a type of thick, rough cloth made of wool that has small spots of different coloured thread in it 2. clothes made of tweed"
tween,noun,a child between the ages of about 10 and 12
tweet,verb,"1. to send a message or picture using the Twitter™ social media service 2. when birds tweet, they make a series of short, high sounds"
tweet,noun,"1. a message sent using the Twitter™ social media service 2. the short, high sound made by a small bird"
tweezers,noun,"a small tool with two long, thin parts joined together at one end, used for picking up very small things or for pulling out hairs"
twelvemonth,noun,a year
twilight,noun,"1. the small amount of light or the period of time at the end of the day after the sun has gone down 2. the final stage of something when it becomes weaker or less important than it was 3. a state in which things are strange, mysterious or secret; a state that exists on the dividing line between two things"
twinkle,noun,1. an expression in your eyes that shows you are happy or pleased about something 2. a small light that keeps changing from bright to pale to bright again
twister,noun,a violent storm with very strong winds that move in circles
twisty,adjective,having many bends or turns
twitchy,adjective,"1. nervous or anxious about something 2. making sudden, quick movements"
twitter,verb,"1. when birds twitter, they make a series of short, high sounds 2. to talk quickly in a high excited voice, especially about something that is not very important 3. to send a message or picture using the Twitter™ social media service"
twitter,noun,"1. a series of short, high sounds that birds make 2. a state of nervous excitement 3. a message sent using the Twitter™ social media service"
two-hander,noun,a play that is written for only two actors
two-seater,noun,"a vehicle, an aircraft or a piece of furniture with seats for two people"
tycoon,noun,a person who is successful in business or industry and has become rich and powerful
typecast,verb,"if an actor is typecast, they are always given the same kind of character to play"
typeset,verb,"to prepare a book, etc. for printing"
typesetter,noun,"a person, machine or company that prepares a book, etc. for printing"
typesetting,noun,"the work of preparing a book, etc. for printing"
typhoid,noun,"a serious disease that causes a high temperature, red spots on the chest and severe pain in the bowels, and sometimes causes death"
typhus,noun,"a serious disease that causes a high temperature, headaches, purple marks on the body and often death"
typist,noun,"1. a person who works in an office typing letters, etc. 2. a person who uses a typewriter or computer keyboard"
tyrant,noun,a person who has complete power in a country and uses it in a cruel and unfair way
tzar,noun,1. the emperor of Russia in the past 2. an official whose job is to advise the government on policy in a particular area
tzatziki,noun,a cold dish made of yogurt with cucumber
udder,noun,"an organ like a bag in shape that produces milk and hangs under the body of a cow, goat, etc."
ugali,noun,"a type of food made with flour from maize or millet, usually eaten with meat or vegetable stew"
ulcer,noun,a painful area on the outside of the body or on the surface of an organ inside the body that may bleed or produce a poisonous substance
ulna,noun,"the longer bone of the two bones in the lower part of the arm between the elbow and the wrist, on the side opposite the thumb"
ultralight,noun,a very small light aircraft for one or two people
ultrasound,noun,1. sound that is higher than humans can hear 2. a medical process that produces an image of what is inside your body
ultraviolet,adjective,of or using electromagnetic waves that are just shorter than those of violet light in the spectrum and that cannot be seen
umami,noun,"a taste found in some foods that is neither sweet, sour, bitter nor salty"
umlaut,noun,"the mark placed over a vowel in some languages to show how it should be pronounced, as over the u in the German word für"
unanimity,noun,complete agreement about something among a group of people
unanimous,adjective,"1. if a decision or an opinion is unanimous, it is agreed or shared by everyone in a group 2. if a group of people are unanimous, they all agree about something"
unanswerable,adjective,"1. an unanswerable argument, etc. is one that nobody can question or disagree with 2. an unanswerable question is one that has no answer or that you cannot answer"
unapproachable,adjective,not friendly or easy to talk to
unarguable,adjective,that nobody can disagree with
unarguably,adverb,in a way that nobody can disagree with
unattainable,adjective,impossible to achieve or reach
unavailing,adjective,without success
unbending,adjective,"unwilling to change your opinions, decisions, etc."
unboxing,noun,"the process of removing a new product from the material it is packed in and examining its features, filmed and put on the internet"
unbridgeable,adjective,an unbridgeable gap or difference between two people or groups or their opinions is one that cannot be closed or made less wide
unchallengeable,adjective,that cannot be questioned or argued with; that cannot be challenged
uncharitable,adjective,unkind and unfair in the way that you judge people
uncombed,adjective,that has not been brushed or combed; very untidy
uncommunicative,adjective,not willing to talk to other people or give opinions
unconscionable,adjective,"1. so bad, immoral, etc. that it should make you feel ashamed 2. too great, large, long, etc."
unconsolable,adjective,very sad and unable to accept help or comfort
uncontentious,adjective,not likely to cause people to disagree
uncontested,adjective,without any opposition or argument
uncontroversial,adjective,"not causing, or not likely to cause, people to disagree"
uncoordinated,adjective,"1. if a person is uncoordinated, they are not able to control their movements well, and are therefore not very good at some sports and physical activities 2. having no control; not moving smoothly or together 3. not well organized; with no thought for how the different parts work together"
uncouple,verb,"to remove the connection between two vehicles, two parts of a train, etc."
uncultivated,adjective,not used for growing crops
undelete,verb,"to cancel an action of deleting a document, a file, text, etc. on a computer, so that it appears again"
under-the-counter,adjective,bought or made secretly and sometimes illegally
underbelly,noun,1. the soft part of an animal on the underside of its body 2. the weakest part of something that is most easily attacked 3. an unpleasant or criminal part of society that is usually hidden
undercarriage,noun,"the part of an aircraft, including the wheels, that supports it when it is on the ground"
underclass,noun,a social class that is very poor and has no status
undercut,verb,1. to sell goods or services at a lower price than your competitors  2. to make somebody/something weaker or less likely to be effective
undercut,noun,a way of cutting somebody’s hair in which the hair is left quite long on top but the hair on the lower part of the head is cut much shorter
underdressed,adjective,wearing clothes that are too informal for a particular occasion
underemployment,noun,a lack of enough paid work; a lack of work that makes full use of a person's skills and abilities
underfed,adjective,having had too little food to eat
underground,adverb,"1. under the surface of the ground 2. in or into a secret place in order to hide from the police, the government, etc."
underground,noun,"1. an underground railway system in a city 2. a secret political organization, usually working against the government of a country 3. a person who works against the government as a member of a secret political organization"
underground,adjective,"1. under the surface of the ground 2. operating secretly and often illegally, especially against a government"
undergrowth,noun,a mass of bushes and plants that grow close together under trees in woods and forests
undernourished,adjective,in bad health because of a lack of food or a lack of the right type of food
undernourishment,noun,the condition of being in bad health because of a lack of food or a lack of the right type of food
underpass,noun,a road or path that goes under another road or railway track
underperform,verb,to not be as successful as was expected
underpin,verb,"1. to support or form the basis of an argument, a claim, etc. 2. to support a wall and make it stronger by putting metal, concrete (= a hard building material), etc. under it"
underpinning,noun,"1. something that supports or forms the basis of an argument, a claim, etc. 2. the act of supporting a wall and making it stronger by putting metal, concrete (= a hard building material), etc. under it; the metal, concrete, etc. that supports the wall "
undershoot,verb,"1. to fail to reach the intended level, target, etc. 2. to land before reaching the runway"
understand,verb,"1. to know or realize the meaning of words, a language, what somebody says, etc. 2. to know or realize how or why something happens, how it works or why it is important 3. to know somebody’s character, how they feel and why they behave in the way they do"
understudy,noun,an actor who learns the part of another actor in a play so that they can play that part if necessary
undertaker,noun,"a person whose job is to prepare the bodies of dead people to be buried or cremated, and to arrange funerals "
underwrite,verb,1. to accept financial responsibility for an activity so that you will pay for special costs or for losses it may make 2. to accept responsibility for an insurance policy so that you will pay money in case loss or damage happens 3. to agree to buy shares that are not bought by the public when new shares are offered for sale
undistinguished,adjective,"not very interesting, successful or attractive"
undo,verb,"1. to open something that is fastened, tied or wrapped 2. to cancel the effect of something 3. to make somebody/something fail"
undoing,noun,the reason why somebody fails at something or is unsuccessful in life
unease,noun,the feeling of being worried or unhappy about something
unencrypted,adjective,not put into a special code that would prevent people from looking at it without authority
unequivocal,adjective,expressing your opinion or intention very clearly and strongly
unfaithful,adjective,"having sex with somebody who is not your husband, wife or usual partner"
unfancied,adjective,not considered likely to win
unfeasible,adjective,not possible to do or achieve
unflattering,adjective,making somebody/something seem worse or less attractive than they really are
unflinching,adjective,"remaining strong and determined, even in a difficult or dangerous situation"
unfocused,adjective,1. not looking at a particular thing or person; not having been focused 2. not having a clear aim or purpose; not well organized or clear
unfulfilled,adjective,"1. that has not been satisfied or achieved 2. if a person feels unfulfilled, they feel that they could achieve more in their life or work"
ungainly,adjective,moving in a way that is not smooth or attractive
ungracious,adjective,"not polite or friendly, especially towards somebody who is being kind to you"
unhip,adjective,not following or knowing what is fashionable
unilateralism,noun,"belief in or support of unilateral action, especially the policy of getting rid of nuclear weapons without waiting for other countries to do the same"
unilateralist,noun,"a person who believes in or supports unilateral action, especially the policy of getting rid of nuclear weapons without waiting for other countries to do the same"
unilateralist,adjective,"believing in or supporting unilateral action, especially the policy of getting rid of nuclear weapons without waiting for other countries to do the same; based on this belief"
union,noun,"1. an organization of workers, usually in a particular industry, that exists to protect their interests, improve conditions of work, etc. 2. an association or a club for people or organizations with the same interest 3. a group of states or countries that have the same central government or that agree to work together"
unkempt,adjective,not well cared for; not neat or tidy
unlawful,adjective,not allowed by the law
unlawfully,adverb,in a way that is not allowed by the law
unleaded,adjective,not containing lead and therefore less harmful to the environment
unleaded,noun,petrol that does not contain lead and is therefore less harmful to the environment
unlike,verb,"1. to show, by clicking a special button, that you disagree with something on social media, a news website, a blog, etc. 2. to not be liked by people; to be unpopular"
unlisted,adjective,"1. not on a published list, especially of stock exchange prices 2. not listed in the public phone book or online directory, at the request of the owner of the phone. The phone company will not give unlisted numbers to people who ask for them."
unlock,verb,"1. to open the lock of a door, window, etc., usually using a key 2. to discover something and let it be known 3. to enable a mobile phone to use any network rather than only one particular one"
unlovely,adjective,not attractive
unmarked,adjective,"1. without a sign or words to show what or where something is 2. with no player from the other team staying close to prevent them from getting the ball 3. not showing any particular feature or style, such as being formal or informal"
unmute,verb,"to turn on the sound on a phone, television, etc."
unnerve,verb,to make somebody feel nervous or frightened or lose confidence
unnerving,adjective,making somebody feel nervous or frightened
unpalatable,adjective,1. unpleasant and not easy to accept 2. not pleasant to taste
unplaced,adjective,not one of the first three to finish in a race or competition
unpleasantness,noun,bad feeling or arguments between people
unprejudiced,adjective,not influenced by an unreasonable fear or dislike of something/somebody; willing to consider different ideas and opinions
unpromising,adjective,not likely to be successful or show good results
unputdownable,adjective,so exciting or interesting that you cannot stop reading it
unravel,verb,"1. if you unravel threads that are twisted, woven or knitted, or if they unravel, they become separated 2. to start to fail or no longer stay together as a whole 3. to explain something that is difficult to understand or is mysterious; to become clearer or easier to understand"
unreadable,adjective,"1. too boring or difficult to be worth reading 2. difficult or impossible to read 3. if somebody’s face or expression is unreadable, you cannot tell what they are thinking or feeling"
unrealized,adjective,1. not achieved or created 2. not sold or changed into the form of money
unrecognized,adjective,1. that people are not aware of or do not realize is important 2. not having received the praise and notice they deserve for something that they have done or achieved
unrequited,adjective,not returned by the person that you love
unrest,noun,a political situation in which people are angry and likely to protest or fight
unrewarded,adjective,not receiving the success that you are trying to achieve
unrounded,adjective,pronounced with the lips not forming a narrow round shape
unseeded,adjective,"not chosen as a seed (= one of the players expected to do well) in a sports competition, especially in tennis"
unsettled,adjective,1. that may change; making people uncertain about what might happen 2. not calm or relaxed 3. that continues without any agreement being reached
unsubscribe,verb,to remove your/somebody's email address from an internet mailing list
unsympathetic,adjective,"1. not feeling or showing any sympathy 2. not in agreement with something; not supporting an idea, aim, etc. 3. not easy to like; unpleasant"
unsympathetically,adverb,"1. without feeling or showing any sympathy 2. in a way that is not in agreement with something or does not support an idea, aim, etc. 3. in a way that makes it difficult to like somebody; in an unpleasant way"
untangle,verb,"1. to separate pieces of string, hair, wire, etc. that have become twisted or have knots in them 2. to make something that is complicated or confusing easier to deal with or understand"
unviable,adjective,that cannot be done; that is not capable of working successfully
unwholesome,adjective,1. harmful to health; not looking healthy 2. that you consider unpleasant or not natural
unworkable,adjective,not practical or possible to do successfully
up-anchor,verb,to raise the anchor from the water in order to be ready to sail
up-and-coming,adjective,likely to be successful and popular in the future
up-and-under,noun,a high kick that allows time for team members to reach the place where the ball will come down
uplifted,adjective,1. feeling happy and full of hope 2. lifted upwards
upright,adjective,"1. not lying down, and with the back straight rather than bent 2. placed in a vertical position 3. behaving in a moral and honest way"
uprising,noun,a situation in which a group of people join together in order to fight against the people who are in power
uproar,noun,1. a situation in which people shout and make a lot of noise because they are angry or upset about something 2. a situation in which there is a lot of public criticism and angry argument about something that somebody has said or done
upsell,noun,an occasion when a customer is persuaded to buy more products or a more expensive product than they originally intended
upsell,verb,to persuade a customer to buy more products or a more expensive product than they originally intended
upselling,noun,the activity of persuading customers to buy more products or a more expensive product than they originally intended
upspeak,noun,"a way of speaking in which the voice rises at the end of a statement, making it sound like a question "
upstage,adverb,at or towards the back of the stage in a theatre
upstanding,adjective,1. behaving in a moral and honest way 2. used in a formal situation to tell people to stand up
upsurge,noun,a sudden large increase in something
upswing,noun,a situation in which something improves or increases over a period of time
uptalk,noun,"a way of speaking in which the voice rises at the end of a statement, making it sound like a question "
uptight,adjective,1. anxious and/or angry about something 2. nervous about showing your feelings
uptown,adverb,"in or to the parts of a town or city that are away from the centre, where people live"
uptown,adjective,"1. in, to or typical of the parts of a town or city that are away from the centre, where people live 2. typical of an area of a town or city where people have a lot of money"
upturn,noun,a situation in which something improves or increases over a period of time
upvote,verb,to show that you agree with an online article or comment by using a particular icon
upvote,noun,an act of showing that you agree with an online article or comment by using a particular icon
urethra,noun,the tube that carries liquid waste out of the body. In men and male animals sperm also flows along this tube.
urinate,verb,to get rid of urine from the body
urn,noun,"1. a tall decorated container, especially one used for holding the ashes of a dead person 2. a large metal container with a tap, used for making and/or serving tea or coffee"
usher,noun,"1. a person who shows people where to sit in a church, public hall, etc. 2. an official who has special responsibilities in court, for example allowing people in and out of the court 3. a friend of the couple at a wedding who helps show people to their seats"
usherette,noun,a woman whose job is to lead people to their seats in a theatre or cinema
ute,noun,"a vehicle with low sides and no roof at the back used, for example, by farmers"
uterine,adjective,connected with the uterus
uterus,noun,the organ in women and female animals in which babies or young animals develop before they are born
utilitarian,adjective,1. designed to be useful and practical rather than attractive 2. based on or supporting the ideas of utilitarianism
utilitarianism,noun,the belief that the right course of action is the one that will produce the greatest happiness of the greatest number of people
utility,noun,"1. a service provided for the public, for example an electricity, water or gas supply 2. the quality of being useful 3. a piece of computer software that performs a particular task"
utopian,adjective,"having a strong belief that everything can be perfect, often in a way that does not seem to be realistic or practical"
utopianism,noun,"the belief that everything can be perfect, often in a way that does not seem to be realistic or practical"
uvula,noun,"a small, soft part of the body that hangs from the top of the inside of the mouth just above the throat"
uvular,adjective,produced by placing the back of the tongue against or near the uvula
vacationer,noun,a person who is visiting a place on holiday
vacillate,verb,"to keep changing your opinion or thoughts about something, especially in a way that annoys other people"
vacillation,noun,"the act of often changing your opinion or thoughts about something, especially in a way that annoys other people"
vagina,noun,the passage in the body of a woman or female animal between the outer sex organs and the womb
vagrancy,noun,the crime of living on the streets and begging (= asking for money) from people
vagrant,noun,"a person who has no home or job, especially one who begs (= asks for money) from people"
vain,adjective,"1. that does not produce the result you want 2. too proud of your own appearance, abilities or achievements 3. without success"
vainglorious,adjective,too proud of your own abilities or achievements
vainglory,noun,the fact of being too proud of your own abilities or achievements
vainly,adverb,without success
vale,noun,a valley
valet,noun,"1. a man’s personal servant who takes care of his clothes, serves his meals, etc. 2. a hotel employee whose job is to clean the clothes of hotel guests 3. a person who parks your car for you at a hotel or restaurant"
valet,verb,"1. to clean a person’s car carefully and completely, especially on the inside 2. to perform the duties of a valet"
valiant,adjective,very brave or determined
validate,verb,1. to prove that something is true 2. to make something legally recognized 3. to state officially that something is useful and of an acceptable standard
validation,noun,1. the act of proving that something is true or correct 2. the act of making something legally recognized 3. the act of stating officially that something is useful and of an acceptable standard
valour,noun,"great courage, especially in war"
valuation,noun,1. a professional judgement about how much money something is worth; its estimated value 2. a judgement about how useful or important something is; its estimated importance
value-free,adjective,not influenced by personal opinions
value-laden,adjective,influenced by personal opinions
valueless,adjective,without value or worth
valve,noun,"1. a device for controlling the flow of a liquid or gas, letting it move in one direction only 2. a structure in the heart or in a vein that lets blood flow in one direction only 3. a device in some brass musical instruments for changing the note"
vanity,noun,"1. the fact of being too proud of your own appearance, abilities or achievements 2. the fact of being unimportant, especially compared with other things that are important 3. behaviour or attitudes that show people’s vanity"
vanquish,verb,"to defeat somebody completely in a competition, war, etc."
vapourware,noun,"a piece of software or other computer product that has been advertised but is not available to buy yet, either because it is only an idea or because it is still being written or designed"
variation,noun,"1. a change, especially in the amount or level of something 2. a thing that is different from other things in the same general group 3. any of a set of short pieces of music based on a simple tune repeated in a different and more complicated form"
variety,noun,"1. several different sorts of the same thing 2. the quality of not being the same or not doing the same thing all the time 3. a type of a thing, for example a plant or language, that is different from the others in the same general group"
varnish,verb,to put varnish on the surface of something
varsity,noun,"1. the main team that represents a college or high school, especially in sports competitions 2. university"
vasectomy,noun,"a medical operation to remove part of each of the tubes in a man’s body that carry sperm, after which he is not able to make a woman pregnant"
vaudeville,noun,"1. a form of theatre or television entertainment that consists of a series of short performances, such as singing, dancing and funny acts 2. a type of entertainment popular in the late nineteenth and early twentieth centuries, including singing, dancing and comedy"
vault,noun,"1. a room with thick walls and a strong door, especially in a bank, used for keeping valuable things safe 2. a room under a church or in a cemetery, used for burying people 3. a roof or ceiling in the form of an arch or a series of arches"
vaulted,adjective,made in the shape of an arch or a series of arches; having a ceiling or roof of this shape
vaulting,noun,a pattern of arches in a ceiling or roof
vector,noun,"1. a quantity that has both size and direction 2. an insect, etc. that carries a particular disease from one living thing to another 3. a course taken by an aircraft"
veejay,noun,a person who introduces music videos on television
veer,verb,1. to change direction suddenly 2. to change in the way it develops 3. to change direction
veggie,noun,1. a vegetarian (= a person who does not eat meat or fish) 2. a vegetable
velar,noun,"a speech sound made by placing the back of the tongue against or near the back part of the mouth, for example /k/ or /ɡ/ in the English words key and go"
velocity,noun,1. the speed of something in a particular direction 2. high speed
vendetta,noun,"1. a long period of violence between two families or groups, in which people are murdered in return for previous murders 2. a long argument or campaign in which one person or group does or says things to harm another"
venerable,adjective,"1. venerable people or things deserve respect because they are old, important, wise, etc. 2. (in the Anglican Church) a title of respect used when talking about an archdeacon 3. (in the Roman Catholic Church) a title given to a dead person who is very holy but who has not yet been made a saint"
vengeance,noun,"1. the act of punishing or harming somebody in return for what they have done to you, your family or friends 2. to a greater degree than is expected or usual"
venison,noun,meat from a deer
vent,noun,"1. an opening that allows air, gas or liquid to pass out of or into a room, building, container, etc. 2. the opening in the body of a bird, fish, reptile or other small animal, through which waste matter is passed out 3. a long, thin opening at the bottom of the back or side of a coat or jacket"
ventilate,verb,"1. to allow fresh air to enter and move around a room, building, etc. 2. to express your feelings or opinions publicly"
ventilator,noun,"1. a device or an opening for letting fresh air come into a room, etc. 2. a piece of medical equipment with a pump that helps somebody to breathe by sending air in and out of their lungs"
ventricle,noun,"1. either of the two lower spaces in the heart that pump blood to the lungs or around the body 2. any hollow space in the body, especially one of four main hollow spaces in the brain"
veracity,noun,the quality of being true; the habit of telling the truth
veranda,noun,"1. a platform with an open front and a roof, built onto the side of a house on the ground floor 2. a roof over the part of the street where people walk in front of a shop"
verge,noun,"1. a piece of grass at the edge of a path, road, etc. 2. very near to the moment when somebody does something or something happens"
vermicelli,noun,"1. pasta in the shape of very thin sticks, often broken into small pieces and added to soups 2. small pieces of chocolate in the shape of very thin sticks broken into small pieces, used to decorate cakes"
vermilion,adjective,bright red in colour
vermilion,noun,a bright red colour
vermin,noun,"1. wild animals or birds that destroy plants or food, or attack farm animals and birds 2. insects that live on the bodies of animals and sometimes humans 3. people who are very unpleasant or dangerous to society"
vernacular,noun,1. the language spoken by ordinary people in a particular country or region 2. a style of architecture used for ordinary houses rather than large public buildings
verse,noun,"1. writing that is arranged in lines, often with a regular rhythm or pattern of rhyme 2. a group of lines that form a unit in a poem or song 3. poetry"
versification,noun,the art of writing poetry in a particular pattern; the pattern in which poetry is written
vertebra,noun,any of the small bones that are connected together to form the backbone
vertebral,adjective,connected with the vertebrae
vesicle,noun,1. a small hollow structure in the body of a plant or an animal 2. a small swelling filled with liquid under the skin
vestibule,noun,"1. an entrance hall of a large building, for example where hats and coats can be left 2. a space at the end of a coach on a train that connects it with the next coach"
veterinarian,noun,"a person who has been trained in the science of animal medicine, whose job is to treat animals who are sick or injured"
veto,noun,"1. the right to refuse to allow something to be done, especially the right to stop a law from being passed or a decision from being taken 2. an occasion when somebody refuses to allow something to be done"
vexed,adjective,1. a problem that is difficult to deal with 2. upset or annoyed
viability,noun,1. the fact that something can be done and can be successful 2. the fact that something is capable of developing and surviving independently
viaduct,noun,"a long, high bridge, usually with arches, that carries a road or railway across a river or valley"
vial,noun,"a small glass container, for medicine or perfume"
vibrancy,noun,1. the quality of being full of life and energy 2. the quality of being very bright and strong in colour
vibraphone,noun,"a musical instrument used especially in jazz that has two rows of metal bars that you hit, and a motor that makes them vibrate"
vicarage,noun,a vicar’s house
vice-president,noun,"1. the person below the president of a country in rank, who takes control of the country if the president is not able to 2. a person in charge of a particular part of a business company"
victor,noun,"the winner of a battle, competition, game, etc."
victorious,adjective,having won a victory; that ends in victory
victoriously,adverb,1. in a way that shows somebody has won a victory 2. having won something; in a way that ends in victory
videophone,noun,a type of phone with a screen that enables you to see the person you are talking to
videotelephony,noun,the process of sending video signals along phone wires
vie,verb,to compete strongly with somebody in order to obtain or achieve something
view,noun,"1. what you can see from a particular place or position, especially beautiful countryside 2. used when you are talking about whether you can see something or whether something can be seen in a particular situation 3. a personal opinion about something; an attitude towards something"
viewership,noun,the number or type of people who watch a particular television programme or television channel
vigilante,noun,"a member of a group of people who try to prevent crime or punish criminals in their community, especially because they think the police are not doing this"
vigilantism,noun,the activity of being a vigilante; the practice of having vigilantes in a place
vigorous,adjective,"1. very active, determined or full of energy 2. strong and healthy"
vigour,noun,"energy, force or enthusiasm"
vindaloo,noun,"a very spicy Indian dish, usually containing meat or fish"
vintage,noun,1. the wine that was produced in a particular year or place; the year in which it was produced 2. the period or season of gathering grapes for making wine
vintage,adjective,1. vintage wine is of very good quality and has been stored for several years 2. made between 1919 and 1930 and admired for its style and interest 3. typical of a period in the past and of high quality; the best work of the particular person
viol,noun,"an early type of musical instrument with strings, like a violin in shape"
viola,noun,"a musical instrument with strings, that you hold under your chin and play with a bow. A viola is larger than a violin and plays lower notes."
violator,noun,"1. a person, government, etc. that goes against or refuses to obey a law, an agreement, etc. or does not respect somebody's rights 2. a person who forces somebody to have sex"
violist,noun,1. a person who plays the viola 2. a person who plays the viol
violoncello,noun,"a cello (= a musical instrument with strings, like a large violin in shape. The player sits down and holds the cello between his or her knees.)"
viper,noun,1. a small poisonous snake 2. a person who harms other people
viridian,noun,a blue-green pigment used in art; the colour of this pigment
virtuoso,adjective,showing extremely great skill
virtuoso,noun,"a person who shows very great skill at doing something, especially playing a musical instrument"
virtuous,adjective,1. behaving in a very good and moral way; showing high moral standards 2. claiming to behave better or have higher moral standards than other people
virulence,noun,1. the degree to which a disease or poison is dangerous or harmful and quick to have an effect  2. the fact of showing strong negative and bitter feelings
virulent,adjective,1. extremely dangerous or harmful and quick to have an effect 2. showing strong negative and bitter feelings
visor,noun,"1. a part of a helmet that can be pulled down to protect the eyes and face 2. a curved piece of plastic, etc. worn on the head above the eyes to protect them from the sun 3. a small piece of plastic, etc. inside the front window of a car that can be pulled down to protect the driver’s eyes from the sun"
vital,adjective,1. necessary or essential in order for something to succeed or exist 2. connected with or necessary for staying alive 3. full of energy and enthusiasm
viva,noun,"1. used for expressing support for somebody or something 2. a spoken exam, especially in a British university"
vivace,noun,"a piece of music to be played in a quick, lively way"
vivacious,adjective,"having a lively, attractive personality"
vivacity,noun,the quality of being lively and attractive
viviparous,adjective,producing live babies from its body rather than eggs
vivisection,noun,the practice of doing experiments on live animals for medical or scientific research
vixen,noun,"1. a female fox (= a wild animal of the dog family) 2. an offensive word for a woman who is thought to be frightening, especially one who is considered sexually attractive"
vocal,noun,"the part of a piece of music that is sung, rather than played on a musical instrument"
vocalise,noun,1. an exercise for practising singing in which syllables or vowel sounds are repeated 2. a piece of music to be sung without words
vocalist,noun,"a singer, especially in a pop, rock or jazz band"
vocative,adjective,"using or connected with the form of a noun, pronoun or an adjective used for talking to a person or thing"
vocative,noun,"the form of a noun, a pronoun or an adjective used when talking to a person or thing"
vociferous,adjective,expressing your opinions or feelings in a loud and confident way
vogue,noun,a fashion for something
void,adjective,1. completely without something 2. not correct or legally valid 3. empty
void,verb,1. to state officially that something is no longer correct or legally valid 2. to empty waste matter from the bladder or bowels
volatile,adjective,1. changing easily from one mood to another 2. likely to change suddenly; easily becoming dangerous 3. that changes easily into a gas
vole,noun,a small animal like a mouse or rat that lives in fields or near rivers
volition,noun,the power to choose something freely or to make your own decisions
volley,noun,"1. a hit or kick of the ball before it touches the ground 2. a lot of bullets, stones, etc. that are fired or thrown at the same time 3. a lot of questions, comments, offensive remarks, etc. that are directed at somebody quickly one after the other"
volley,verb,to hit or kick the ball before it touches the ground
volt,noun,a unit for measuring the force of an electric current
voltage,noun,electrical force measured in volts
volte-face,noun,a complete change of opinion or plan
voltmeter,noun,an instrument for measuring voltage
volumize,verb,to make hair look thicker
voluntary,noun,"a piece of music played before, during or after a church service, usually on an organ"
voluptuous,adjective,1. having large breasts and hips in a way that is sexually attractive 2. giving you physical pleasure
vomit,verb,to bring food from the stomach back out through the mouth
voodoo,noun,a religion that is practised especially in Haiti and involves magic and witchcraft
voyager,noun,"a person who goes on a long journey, especially by sea or in space to unknown parts of the world or universe"
vulgar,adjective,"1. not having or showing good taste; not polite, pleasant or well behaved 2. rude and likely to offend"
vulgarity,noun,"the fact of being rude or not having good taste; a rude object, picture, etc."
wader,noun,"1. any of several different types of bird with long legs that feed in shallow water 2. long rubber boots that reach up to your thigh, that you wear for standing in water, especially when fishing"
wafer,noun,"1. a thin, light biscuit, often eaten with ice cream 2. a very thin round piece of special bread given by the priest during Communion 3. a very thin piece of something"
waffle,noun,"1. a dry, flat cake with a pattern of squares on both sides, often eaten with sweet sauce, cream, etc. on top 2. language that uses a lot of words but does not say anything important or interesting"
wail,verb,"1. to make a long, loud, high noise because you are sad or in pain 2. to cry or complain about something in a loud high voice 3. to make a long, loud, high sound"
waistband,noun,"the piece of cloth that forms the waist of a piece of clothing, especially at the top of a skirt or pair of trousers"
waitperson,noun,"a person whose job is to serve customers at their tables in a restaurant, etc."
waitstaff,noun,"the people whose job is to serve customers at their tables in a restaurant, etc."
waive,verb,"to choose not to demand something in a particular case, even though you have a legal or official right to do so"
waiver,noun,a situation in which somebody gives up a legal right or claim; an official document stating this
wake,noun,"1. an occasion before or after a funeral when people gather to remember the dead person, traditionally held the night before the funeral to watch over the body before it is buried 2. the track that a boat or ship leaves behind on the surface of the water 3. coming after or following somebody/something"
wakeboard,verb,to take part in the sport of wakeboarding
wakeboarding,noun,"the sport of riding on a short, wide board called a wakeboard while being pulled along through the water by a fast boat"
walk,verb,"1. to move or go somewhere by putting one foot in front of the other on the ground, but without running 2. to spend time walking for pleasure 3. to go somewhere with somebody on foot, especially in order to make sure they get there safely"
walker,noun,"1. a person who walks, usually for pleasure or exercise 2. a person who walks fast, slow, etc. 3. a metal frame that people use to support them when they are walking, for example people who are old or who have a problem with their legs"
wall,noun,"1. a long, solid structure that rises straight up from the ground, made of stone, brick or concrete, that surrounds, divides or protects an area of land 2. any of the sides of a building or room  3. something that forms a barrier or stops you from making progress"
wallpaper,noun,"1. thick paper, often with a pattern on it, used for covering the walls and ceiling of a room 2. the background pattern or picture that you choose to have on the screen of your computer, mobile phone, etc."
wallpaper,verb,to put wallpaper onto the walls of a room
walnut,noun,"1. the light-brown nut of the walnut tree that has a rough surface and a hard round shell in two halves 2. the tree on which walnuts grow 3. the brown wood of the walnut tree, used in making furniture"
walrus,noun,"an animal like a large seal (= a sea animal with thick fur, that eats fish and lives around coasts), that has two long outer teeth called tusks and lives in Arctic regions"
waltz,noun,a dance in which two people dance together to a regular rhythm; a piece of music for this dance
waltz,verb,1. to dance a waltz 2. to walk or go somewhere in a very confident way 3. to complete or achieve something without any difficulty
wane,verb,"1. to become gradually weaker or less important 2. to appear slightly smaller each day after being round and full 3. to increase then decrease in strength, importance, etc. over a period of time"
wannabe,noun,"a person who behaves, dresses, etc. like somebody famous because they want to be like them"
