english,tag,definition
rough,adjective,1. having a surface that is not even or regular 2. not exact; not including all details
round-trip,adjective,going to a place and back again; for or connected with such a journey
routine,noun,1. the normal order and way in which you regularly do things 2. a situation in which life is boring because things are always done in the same way
row1,noun,"1. a number of people standing or sitting next to each other in a line; a number of objects arranged in a line 2. a line of seats in a cinema, theatre, etc."
royal,adjective,1. connected with or belonging to the king or queen of a country 2. used in the names of organizations that serve or are supported by a king or queen
rug,noun,"1. a piece of thick material like a small carpet that is used for covering or decorating part of a floor 2. a piece of thick warm material, like a blanket, that is used for wrapping around your legs to keep warm"
rugby,noun,"a game played by two teams of 13 or 15 players, using an oval ball which may be kicked or carried. Teams try to put the ball over the other team’s line."
rule,noun,"1. a statement of what may, must or must not be done in a particular situation or when playing a game 2. a statement of what is possible according to a particular system, for example the grammar of a language"
rule,verb,"1. to control and have authority over a country, a group of people, etc. 2. to be the main thing that influences and controls somebody/something"
run,verb,"1. to move using your legs, going faster than when you walk 2. to travel a particular distance by running"
sadness,noun,1. the feeling of being sad 2. something which makes you sad
safari,noun,"1. a trip to see or hunt wild animals, especially in east or southern Africa 2. a journey; a period of time spent travelling or when you are not at home or work"
safety,noun,1. the state of being safe and protected from danger or harm 2. the state of not being dangerous
sail,noun,1. a sheet of strong cloth which the wind blows against to make a boat or ship travel through the water 2. a trip in a boat or ship
sailor,noun,1. a person who works on a ship as a member of the crew 2. a person who sails a boat
salad,noun,"1. a mixture of raw vegetables such as lettuce, tomato and cucumber, usually served with other food as part of a meal 2. meat, fish, cheese, etc. served with salad"
salmon,noun,a large fish that has silver skin and is pink inside and is used for food. Salmon live in the sea but swim up rivers to lay their eggs.
sample,noun,1. a number of people or things taken from a larger group and used in tests to provide information about the group 2. a small amount of a substance taken from a larger amount and tested in order to obtain information about the substance
sand,noun,"1. a substance that consists of very small fine grains of rock. Sand is found on beaches, in deserts, etc. 2. a large area of sand on a beach or in the desert"
sandstorm,noun,a storm in a desert in which sand is blown into the air by strong winds
saucepan,noun,"a deep round metal pot with a lid (= cover) and one long handle or two short handles, used for cooking things over heat"
save,noun,an action by the goalkeeper that stops a goal being scored
saver,noun,"1. a person who saves money and puts it in a bank, etc. for future use 2. something that helps you spend less money or use less of the thing mentioned"
say,verb,"1. to speak or tell somebody something, using words 2. to repeat words, phrases, etc."
saying,noun,a well-known phrase or statement that expresses something about life that most people believe is wise and true
scan,verb,"1. to look quickly but not very carefully at a document, etc. 2. to look at every part of something carefully, especially because you are looking for a particular thing or person"
scenery,noun,"1. the natural features of an area, such as mountains, valleys, rivers and forests, when you are thinking about them being attractive to look at 2. the painted background that is used to represent natural features or buildings on a theatre stage"
school,noun,1. a place where children go to be educated 2. the process of learning in a school; the time during your life when you go to a school
school-leaver,noun,"a person who has just left school, especially when they are looking for a job"
scientific,adjective,1. involving science; connected with science 2. careful and logical
scissors,noun,"a tool for cutting paper or cloth that has two sharp blades (= cutting edges) with handles, joined together in the middle"
script,noun,"1. a written text of a play, film, broadcast, talk, etc. 2. writing done by hand"
sculpture,noun,"1. a work of art that is a solid figure or object made by carving or shaping wood, stone, clay, metal, etc. 2. the art of making sculptures"
seabird,noun,"a bird that lives close to the sea, for example on cliffs or islands, and gets its food from it"
seafood,noun,"fish and sea creatures that can be eaten, especially shellfish"
seaplane,noun,a plane that can take off from and land on water
seasick,adjective,feeling sick or wanting to vomit when you are travelling on a boat or ship
seaside,noun,"an area that is by the sea, especially one where people go for a day or a holiday"
seaside,adjective,"connected with an area that is by the sea, especially one where people go for a day or a holiday"
second-class,adjective,1. less important than other people 2. of a lower standard or quality than the best
secondary,adjective,1. connected with teaching children of 11–18 years 2. less important than something else
security,noun,"1. the activities involved in protecting a country, building or person against attack, danger, etc. 2. a place at an airport where you go after your passport has been checked so that officials can find out if you are carrying illegal drugs or weapons"
see,verb,1. to become aware of somebody/something by using your eyes 2. to have or use the power of sight
seed,noun,"1. the small hard part produced by a plant, from which a new plant can grow 2. the small hard seed that is found in some types of fruit"
selfish,adjective,caring only about yourself rather than about other people
seller,noun,1. a person who sells something 2. a product that has been sold in the amounts or way mentioned
semester,noun,one of the two periods that the school or college year is divided into
sensible,adjective,1. able to make good judgements based on reason and experience rather than emotion; practical 2. useful rather than fashionable
separate,verb,1. to divide into different parts or groups; to divide things into different parts or groups 2. to move apart; to make people or things move apart
separated,adjective,"no longer living with your husband, wife or partner"
seriously,adverb,1. in a serious way 2. used at the beginning of a sentence to show a change from joking to being more serious
servant,noun,"1. a person who works in another person’s house, and cooks, cleans, etc. for them 2. a person who works for a company or an organization"
set,verb,"1. to prepare or arrange something so that it is ready for use or in position 2. to arrange knives, forks, etc. on a table for a meal"
set,noun,"1. a group of similar things that belong together in some way 2. a group of objects used together, for example for playing a game"
setting,noun,"1. an environment where something is located; the place at which something happens 2. the place and time at which the action of a play, novel, etc. takes place"
sex,noun,"1. the state of being male or female 2. either of the two groups that people, animals, and plants are divided into according to their function of producing young"
sexual,adjective,1. connected with the physical activity of sex 2. connected with the process of producing young
shake,noun,"1. an act of shaking somebody/something 2. a physical condition in which you cannot stop your body from shaking because of fear, illness, or because you have drunk too much alcohol"
shampoo,verb,"to wash or clean hair, carpets, etc. with shampoo"
shampoo,noun,"1. a liquid soap that is used for washing your hair; a similar liquid used for cleaning carpets, furniture covers or a car 2. an act of washing your hair using shampoo"
share,noun,1. one part of something that is divided between two or more people 2. the part that somebody has in a particular activity that involves several people
sharp,adjective,"1. having a fine edge or point, especially of something that can cut or make a hole in something 2. sudden, rapid and large"
shave,verb,"1. to cut hair from the skin, especially the face, using a razor 2. to cut a small amount off a price, etc."
shaver,noun,an electric tool for removing hair by shaving
sheepdog,noun,"1. a dog that is trained to help control sheep on a farm 2. a dog of a type that is often used for controlling sheep, especially a collie"
shelf,noun,"1. a flat board, made of wood, metal, glass, etc., fixed to the wall or forming part of a cupboard, bookcase, etc., for things to be placed on 2. a thing like a shelf in shape, especially a piece of rock sticking out from a cliff or from the edge of a mass of land under the sea"
shell,noun,"1. the hard outer part of eggs, nuts, some seeds, and some animals 2. any object that looks like the shell of a snail or sea creature"
shift,noun,1. a period of time worked by a group of workers who start work as another group finishes 2. the workers who work a particular shift
shine,verb,"1. to produce or reflect light; to be bright 2. to aim or point the light of a lamp, etc. in a particular direction"
shiny,adjective,1. smooth and bright; reflecting the light 2. very new and attractive
shirt,noun,"1. a piece of clothing worn on the upper part of the body, made of light cloth, with sleeves and usually with a collar and buttons down the front 2. used to tell somebody not to get angry"
shoot,verb,"1. to fire a gun or other weapon; to fire something from a weapon 2. to kill or wound a person or an animal with a bullet, etc."
shopper,noun,a person who buys goods from shops
show,verb,1. to make something clear; to prove something 2. to let somebody see something
shower,noun,1. a piece of equipment producing a flow of water that you stand under to wash yourself; the small room or part of a room that contains a shower 2. the act of washing yourself with a shower
shy,adjective,1. nervous or embarrassed about meeting and speaking to other people 2. showing that somebody is nervous or embarrassed about meeting and speaking to other people
sickness,noun,1. illness; bad health 2. a particular type of illness or disease
sight,noun,1. the ability to see 2. the act of seeing somebody/something
signal,verb,"1. to make a movement or sound to give somebody a message, an order, etc. 2. to show that your vehicle is going to change direction, by using lights or your arm"
signal,noun,"1. a movement or sound that you make to give somebody information, instructions, a warning, etc. 2. a piece of equipment that uses different coloured lights to tell drivers to go slower, stop, etc., used especially on railways and roads"
silent,adjective,1. where there is little or no sound; making little or no sound 2. not speaking
silly,adjective,"1. showing a lack of thought, understanding, or judgement 2. stupid or embarrassing, especially in a way that is more typical of a child than an adult"
similarity,noun,1. the state of being similar to somebody/something but not exactly the same 2. a feature that things or people have that makes them like each other
similarly,adverb,"1. in almost the same way 2. used to say that two facts, actions, statements, etc. are like each other"
simply,adverb,1. used to emphasize how easy or basic something is 2. in a way that is easy to understand
since,adverb,"1. from a time in the past until a later past time, or until now 2. at a time after a particular time in the past"
sink,verb,"1. to go down below the surface or towards the bottom of a liquid or soft substance 2. to damage a boat or ship so that it goes below the surface of the sea, etc."
sink,noun,"1. a large open container in a kitchen that has taps to supply water and that you use for washing dishes in 2. a large bowl that has taps and is fixed to the wall in a bathroom, used for washing your hands and face in"
sister-in-law,noun,the sister of your husband or wife; your brother’s or sister's wife; the wife of your husband's or wife’s brother or sister
skate,verb,"1. to move on skates (usually referring to ice skating, if no other information is given) 2. to ride on a skateboard"
skate,noun,"1. a boot with a thin metal blade (= sharp edge) on the bottom, that is used for skating on ice 2. a type of boot with two pairs of small wheels attached to the bottom"
skateboard,noun,"a short narrow board with small wheels at each end, which you stand on and ride as a sport"
skateboarding,noun,the sport or activity of riding on a skateboard
skating,noun,1. the sport or activity of moving on ice on skates 2. the activity of moving over the ground wearing roller skates (= a type of boot with two pairs of small wheels attached to the bottom)
skier,noun,a person who skis
skyscraper,noun,a very tall building in a city
slice,verb,1. to cut something into slices 2. to cut something easily with or as if with a sharp knife
slice,noun,"1. a thin flat piece of bread, meat, cheese, etc. that has been cut off a larger piece; a piece of cake that has been cut from a larger cake 2. a part or share of something"
slightly,adverb,1. a little 2. a slightly built person is small and thin
slip,noun,"1. a small mistake, usually made by being careless or not paying attention 2. a small piece of paper, especially one for writing on or with something printed on it"
slow,verb,to go or to make something/somebody go at a slower speed or be less active
smart,adjective,"1. looking clean and neat; well dressed in fashionable and/or formal clothes 2. clean, neat and looking new and attractive"
smartly,adverb,1. in a way that looks clean and neat; in fashionable and/or formal clothes 2. in a way that is clean and neat and looks new and attractive
smoker,noun,a person who smokes tobacco regularly
smooth,adjective,"1. completely flat and even, without any rough areas or holes 2. without any solid pieces"
snowboarding,noun,the sport of moving over snow on a snowboard
snowfall,noun,an occasion when snow falls; the amount of snow that falls in a particular place in a period of time
snowstorm,noun,"a very heavy fall of snow, usually with a strong wind"
sociable,adjective,enjoying spending time with other people
soda,noun,1. fizzy water (= water with bubbles) used as a drink on its own or to mix with alcoholic drinks or fruit juice (originally made with sodium bicarbonate) 2. a glass of soda
software,noun,the programs used by a computer for doing particular jobs
soil,noun,"1. the top layer of the earth in which plants, trees, etc. grow 2. a country; an area of land"
solid,noun,"1. a substance or an object that is solid, not a liquid or a gas 2. a shape that has length, width and height, such as a cube"
solid,adjective,1. hard; not in the form of a liquid or gas 2. having no holes or spaces inside; not hollow
son-in-law,noun,the husband of your daughter or son
songwriter,noun,a person who writes the words and usually also the music for songs
sore,adjective,"1. if a part of your body is sore, it is painful, and often red, especially because of infection or because a muscle has been used too much 2. upset and angry, especially because you have been treated unfairly"
sort,verb,"1. to arrange things in groups or in a particular order according to their type, etc.; to separate things of one type from others 2. to deal with a problem successfully or organize something/somebody properly"
south-eastern,adjective,connected with the south-east
south-western,adjective,connected with the south-west
southern,adjective,located in the south or facing south; connected with or typical of the south part of the world or a region
spaceship,noun,"a vehicle that travels in space, carrying people"
spaghetti,noun,pasta in the shape of long thin pieces that look like string when they are cooked
specifically,adverb,1. connected with or intended for one particular thing only 2. in a detailed and exact way
spending,noun,"the amount of money that is spent by a government, an organization or a person"
spicy,adjective,1. having a strong taste because spices have been added to it 2. exciting and making you feel slightly shocked
spirit,noun,"1. the part of a person that includes their mind, feelings and character rather than their body 2. a person’s feelings or state of mind"
spoken,adjective,1. involving speaking rather than writing; expressed in speech rather than in writing 2. speaking in the way mentioned
sport,noun,"1. activity that you do for pleasure and that needs physical effort or skill, usually done in a special area and according to fixed rules 2. a particular form of sport"
sportsman,noun,"a man who plays a lot of sport, especially as a professional"
sportswoman,noun,"a woman who plays a lot of sport, especially as a professional"
spot,noun,"1. a small round area that has a different colour or feels different from the surface it is on 2. a small mark or lump on a person’s skin, sometimes with a yellow head to it"
spread,verb,"1. to affect or make something affect, be known by, or be used by more and more people 2. to cover, or to make something cover, a larger and larger area"
spring,verb,1. to move suddenly and with one quick movement in a particular direction 2. to move suddenly and violently
springtime,noun,the season of spring
stadium,noun,a large sports ground surrounded by rows of seats and usually other buildings
staff,noun,"1. all the workers employed in an organization considered as a group 2. the people who work at a school, college or university, but who do not teach students"
standard,noun,"1. a level of quality, especially one that people think is acceptable 2. a level of quality that is normal or acceptable for a particular person or in a particular situation"
standard,adjective,"1. average or normal rather than having special or unusual features 2. following a particular standard set, for example, by an industry"
starter,noun,"1. a small dish of food that is served before the main course of a meal 2. a person, horse, car, etc. that is in a race at the beginning"
state,verb,"1. to formally write or say something, especially in a careful and clear way 2. to fix or announce the details of something, especially on a written document"
state,adjective,"1. provided or controlled by the government of a country 2. provided or controlled by a particular state of a country, especially in the US"
statement,noun,1. something that you say or write that gives information or an opinion 2. a formal or official account of facts or opinions
statistic,noun,1. a collection of information shown in numbers 2. the science of collecting and analysing statistics
stats,noun,1. a collection of information shown in numbers 2. the science of collecting and analysing statistics
statue,noun,"a figure of a person or an animal in stone, metal, etc., usually the same size as in real life or larger"
steak,noun,1. a thick slice of good quality beef 2. a thick slice of any type of meat
stick,verb,"1. to fix something to something else, usually with a sticky substance; to become fixed to something in this way 2. to become fixed in one position and impossible to move"
still,adjective,"1. not moving; calm and quiet 2. a still photograph or image does not move, in contrast to a moving image from a film or video"
store,verb,1. to put something somewhere and keep it there to use later 2. to keep information or facts in a computer or in your brain
stranger,noun,1. a person that you do not know 2. a person who is in a place that they have not been in before
street,noun,"1. a public road in a city or town that has houses and buildings on one side or both sides 2. the ideas and opinions of ordinary people, especially people who live in cities, which are considered important"
strength,noun,1. the quality of being physically strong 2. the ability that something has to resist force or hold heavy weights without breaking or being damaged
stressful,adjective,causing a lot of worry
string,noun,"1. long, thin material used for tying things together, made of several threads that have been twisted together; a piece of string used to fasten or pull something or keep something in place 2. a set or series of things that are joined together, for example on a string"
stripe,noun,"1. a long narrow line of colour, that is a different colour from the areas next to it 2. a narrow piece of cloth, often in the shape of a V, that is worn on the uniform of a soldier or police officer to show their rank"
strong,adjective,"1. having a lot of physical power so that you can lift heavy weights, do hard physical work, etc. 2. having great power"
strongly,adverb,1. in a way that shows definite and serious opinions or beliefs 2. to a great degree or extent
studio,noun,"1. a room where radio or television programmes are recorded and broadcast from, or where music is recorded 2. a place where films are made or produced"
study,verb,"1. to spend time learning about a subject by reading, going to college, etc. 2. to watch or to look at somebody/something carefully in order to find out something"
study,noun,"1. the activity of learning or gaining knowledge, either from books or by examining things in the world 2. a particular person’s learning activities, for example at a college or university"
stuff,noun,"1. used to refer to a substance, material, group of objects, etc. when you do not know the name, when the name is not important or when it is obvious what you are talking about 2. used to refer in a general way to things that people do, say, think, etc."
substance,noun,"1. a type of solid, liquid or gas that has particular qualities 2. a drug, especially an illegal one"
successfully,adverb,in a way that achieves your aims or what was intended
sudden,adjective,1. happening or done quickly and unexpectedly 2. quickly and unexpectedly
suffer,verb,"1. to be badly affected by a disease, pain, sad feelings, a lack of something, etc. 2. to experience something unpleasant, such as injury, defeat or loss"
sufferer,noun,"a person who suffers, especially somebody who has a medical condition"
suffix,noun,"a letter or group of letters added to the end of a word to make another word, such as -ly in quickly or -ness in sadness"
suit,verb,1. to be convenient or useful for somebody 2. to make you look attractive
suitable,adjective,right or appropriate for a particular purpose or occasion
summarize,verb,to give a summary of something
summary,noun,"a short statement that gives only the main points of something, not the details"
summertime,noun,the season of summer
sunbathe,verb,"to sit or lie in the sun, especially in order to go brown (get a suntan)"
sunlight,noun,the light from the sun
sunshine,noun,1. the light and heat of the sun 2. happiness
superhero,noun,"a character in a story, film, etc. who has unusual strength or power and uses it to help people; a real person who has done something unusually brave to help somebody"
supermodel,noun,a very famous and highly paid fashion model
superstar,noun,"a very famous performer, for example an actor, a singer or a sports player"
supply,noun,"1. an amount of something that is provided or available to be used 2. the things such as food, medicines, fuel, etc. that are needed by a group of people, for example an army or expedition"
supply,verb,"to provide somebody/something with something that they need or want, especially in large quantities"
supporter,noun,"1. a person who supports a political party, an idea, etc. 2. a person who supports a particular sports team"
sure,adjective,1. confident that you know something or that you are right 2. certain that you will receive something or that something will happen
surely,adverb,1. used to show that you are almost certain of what you are saying and want other people to agree with you 2. used with a negative to show that something surprises you and you do not want to believe it
surf,verb,1. to take part in the sport of riding on waves on a surfboard 2. to use the internet
surface,noun,1. the outside or top layer of something 2. the top layer of an area of water or land
surfboard,noun,a long narrow board used for surfing
surfer,noun,1. a person who goes surfing 2. a person who spends a lot of time using the internet
surfing,noun,1. the sport of riding on waves while standing on a narrow board called a surfboard 2. the activity of looking at different things on the internet in order to find something interesting
survive,verb,1. to continue to live or exist 2. to continue to live or exist despite a dangerous event or time
sweatshirt,noun,"a piece of clothing for the upper part of the body, with long sleeves, usually made of thick cotton and often worn for sports"
swim,noun,1. a period of time during which you swim 2. (in compounds) related to or used for swimming
swimsuit,noun,"a piece of clothing worn for swimming, especially the type worn by women and girls"
switch,verb,1. to change or make something change from one thing to another 2. to exchange one thing for another
symptom,noun,"1. a change in your body or mind that shows that you are not healthy 2. a sign that something exists, especially something bad"
tail,noun,"1. the part that sticks out at the back of the body of a bird, an animal or a fish, which the animal can move from side to side or up and down 2. having the type of tail mentioned"
tale,noun,"1. a story created using the imagination, especially one that is full of action and adventure 2. an exciting spoken description of an event, which may not be completely true"
talent,noun,1. a natural ability to do something well 2. people or a person with a natural ability to do something well
talented,adjective,having a natural ability to do something well
tape,verb,1. to record somebody/something on magnetic tape using a special machine 2. to fasten something by sticking or tying it with tape
tape,noun,"1. a long, narrow piece of material with a sticky substance on one side that is used for sticking things together 2. a long, thin piece of magnetic material, used for recording sounds, pictures or information, especially before digital technology became available"
tasty,adjective,1. having a strong and pleasant taste when it is eaten 2. sexually attractive
tax,noun,money that you have to pay to the government so that it can pay for public services. People pay tax according to their income and businesses pay tax according to their profits. Tax is also often paid on goods and services.
tax,verb,1. to put a tax on somebody/something; to make somebody pay tax 2. to pay tax on a vehicle so that you may use it on the roads
teapot,noun,"1. a container with a spout, a handle and a lid (= cover), used for making and serving tea 2. a lot of anger or worry about something that is not important"
technical,adjective,"1. connected with the practical use of machines, methods, etc. in science and industry 2. connected with the skills needed for a particular job, sport, art, etc."
technique,noun,"1. a particular way of doing something, especially one in which you have to learn special skills 2. the skill with which somebody is able to do something practical"
television,noun,1. a piece of electrical equipment with a screen on which you can watch programmes with moving pictures and sounds 2. the programmes broadcast on television
tend,verb,1. to be likely to do something or to happen in a particular way because this is what often or usually happens 2. to take a particular direction or often have a particular quality
tent,noun,"a shelter made of a large sheet of canvas, nylon, etc. that is supported by poles and ropes fixed to the ground, and is used especially for camping"
text-message,verb,to send somebody a written message using a mobile phone
text-messaging,noun,the act of sending written messages using a mobile phone
thanksgiving,noun,"1. a public holiday in the US (on the fourth Thursday in November) and in Canada (on the second Monday in October), originally to give thanks to God for the harvest and for health 2. the expression of thanks to God"
that,adverb,used for referring to a person or thing that is not near the speaker or as near to the speaker as another
theater,noun,a building or outdoor area in which plays and other dramatic performances are given
theirs,noun,of or belonging to them
theme,noun,"1. the subject or main idea in a talk, piece of writing or work of art 2. a short tune that is repeated or developed in a piece of music"
theory,noun,1. a formal set of ideas that is intended to explain why something happens or exists 2. the principles on which a particular subject is based
therefore,adverb,used to introduce the logical result of something that has just been mentioned
third-class,adjective,"1. (especially in the past) connected with the cheapest and least comfortable way of travelling on a train, ship, etc. 2. (in the US) connected with the class of mail used to send advertisements, etc."
this,adverb,to this degree; so
though,adverb,used especially at the end of a sentence or clause to add a fact or an opinion that makes the previous statement less strong or less important
though,conjunction,1. despite the fact that 2. used to add a fact or an opinion that makes the previous statement less strong or less important
thriller,noun,"a book, play or film with an exciting story, especially one about crime or spying"
throat,noun,1. a passage in the neck through which food and air pass on their way into the body; the front part of the neck 2. having the colour of throat mentioned; making a sound in the throat of the type mentioned
throughout,preposition,1. in or into every part of something 2. during the whole period of time of something
throughout,adverb,1. in or into every part of something 2. during the whole period of time of something
tight,adjective,"1. held or fixed in position securely; difficult to move, open or separate 2. fitting closely to your body and sometimes uncomfortable"
tights,noun,"1. a piece of clothing made of very thin cloth that fits closely over the hips, legs and feet, usually worn under other clothes 2. a piece of clothing similar to tights but made of thicker cloth, worn especially by dancers"
till,preposition,until
till,conjunction,until
times,preposition,multiplied by
tin,noun,"1. a metal container in which food is sold; the contents of one of these containers 2. a metal container with a lid (= cover), in the shape of a cylinder, in which paint, glue, etc. is sold and stored; the contents of one of these containers"
tiny,adjective,"1. very small in size or amount 2. a way of referring to children when somebody wants, or is going to have, a baby"
tip,verb,1. to give somebody an extra amount of money to thank them for something they have done for you as part of their job 2. to move so that one end or side is higher than the other; to move something into this position
tire,noun,"1. a thick rubber ring that fits around the edge of a wheel of a car, bicycle, etc. 2. to test the quality of something to see whether it is suitable for you before you buy it"
tiredness,noun,the feeling that you would like to sleep or rest
title,noun,"1. the name of a book, poem, painting, piece of music, etc. 2. a particular book or magazine"
toast,verb,"1. to lift a glass of something in the air and drink it at the same time as other people in order to wish somebody/something success, happiness, etc. 2. to make something, especially bread, turn brown by heating it in a toaster or close to heat; to turn brown in this way"
toe,noun,"1. one of the five small parts that stick out from the foot; any similar part on the foot of an animal or bird 2. the part of a sock, shoe, etc. that covers the toes"
tongue,noun,"1. the soft part in the mouth that moves around, used for tasting, swallowing, speaking, etc. 2. the tongue of some animals, cooked and eaten"
toothpaste,noun,a substance that you put on a brush and use to clean your teeth
tornado,noun,a violent storm with very strong winds that move in a circle. There is often also a long cloud that is narrower at the bottom than the top.
total,adjective,"1. being the amount or number after everyone or everything is counted or added together 2. used when you are emphasizing something, to mean ‘to the greatest degree possible’"
total,noun,the amount you get when you add several numbers or amounts together; the final number of people or things when they have all been counted
totally,adverb,completely
touch,noun,1. the sense that enables you to be aware of things and what they are like when you put your hands and fingers on them 2. an act of putting your hand or another part of your body onto somebody/something
tour,verb,"to travel around a place, for example on holiday, or to perform, to advertise something, etc."
trade,noun,1. the activity of buying and selling or of exchanging goods or services between people or countries 2. a particular type of business
trade,verb,1. to buy and sell things 2. to exist and operate as a business or company
trader,noun,a person who buys and sells things as a job
train,noun,"1. a number of connected coaches or trucks, pulled by an engine or powered by a motor in each one, taking people and goods from one place to another 2. a number of people or animals moving in a line"
tram,noun,"a vehicle driven by electricity, that runs on rails along the streets of a town and carries passengers"
transitive,adjective,used with a direct object
translate,verb,1. to express the meaning of speech or writing in a different language 2. to be changed from one language to another
translation,noun,1. the process of changing something that is written or spoken into another language 2. a text or word that has been changed from one language into another
translator,noun,"a person who translates writing or speech into a different language, especially as a job"
transport,verb,1. to take something/somebody from one place to another in a vehicle 2. to move something somewhere by means of a natural process
travel-sick,adjective,feeling sick because you are travelling in a vehicle
treat,verb,1. to behave in a particular way towards somebody/something 2. to consider something in a particular way
treatment,noun,"1. something that is done to cure an illness or injury, or to make somebody look and feel good 2. a way of behaving towards or dealing with a person or thing"
tree,noun,"1. a tall plant that can live a long time. Trees have a thick central wooden trunk from which branches grow, usually with leaves on them 2. a child usually behaves in a similar way to his or her parent(s)"
trend,noun,a general direction in which a situation is changing or developing
trendy,adjective,very fashionable
trick,noun,"1. something that you do to make somebody believe something that is not true, or to annoy somebody as a joke 2. something that confuses you so that you see, understand, remember, etc. things in the wrong way"
trick,verb,"to make somebody believe something which is not true, especially in order to cheat them"
trip,noun,"1. a journey to a place and back again, especially a short one for pleasure or a particular purpose 2. the experience that somebody has if they take a powerful drug that affects the mind and makes them imagine things"
trouser,adjective,used to describe part of a pair of trousers or a set of clothes that includes trousers
trumpet,noun,"1. a brass musical instrument made of a curved metal tube that you blow into, with three valves for changing the note 2. a thing like a trumpet in shape, especially the open flower of a daffodil"
truth,noun,"1. the true facts about something, rather than the things that have been invented or guessed 2. the quality or state of being based on fact"
tube,noun,"1. a long, hollow pipe made of metal, plastic, rubber, etc., through which liquids or gases move from one place to another 2. a hollow object in the shape of a pipe or tube"
turbine,noun,"a machine or part of a machine that produces continuous turning power from a fast-moving flow of a liquid or gas, using a set of vanes attached to a wheel or rotor"
turkey,noun,"1. a large bird that is often kept for its meat, eaten especially at Christmas in the UK and at Thanksgiving in the US 2. meat from a turkey"
tutor,noun,"1. a private teacher, especially one who teaches an individual student or a very small group 2. a teacher whose job is to pay special attention to the studies or health, etc. of a student or a group of students"
tweet,noun,"1. a message sent using the Twitter™ social media service 2. the short, high sound made by a small bird"
tweet,verb,"1. to send a message or picture using the Twitter™ social media service 2. when birds tweet, they make a series of short, high sounds"
type,verb,1. to write something using a computer keyboard or typewriter 2. to find out the group or class that a person or thing belongs to
typically,adverb,"1. used to say that something usually happens in the way that you are stating 2. in a way that shows the usual qualities or features of a particular type of person, thing or group"
tyre,noun,"1. a thick rubber ring that fits around the edge of a wheel of a car, bicycle, etc. 2. to test the quality of something to see whether it is suitable for you before you buy it"
ugly,adjective,1. unpleasant to look at 2. unpleasant or dangerous; involving threats or violence
unable,adjective,"not having the skill, strength, time, knowledge, etc. to do something"
unambitious,adjective,"1. not interested in becoming successful, rich, powerful, etc. 2. not involving a lot of effort, time, money, etc. or anything new"
unattractive,adjective,"1. not attractive or pleasant to look at 2. not good, interesting or pleasant"
uncertain,adjective,"1. feeling doubt about something; not sure 2. likely to change, especially in a negative or unpleasant way"
unclear,adjective,1. not clear or definite; difficult to understand or be sure about 2. not fully understanding something
uncomfortable,adjective,"1. not letting you feel physically comfortable; unpleasant to wear, sit on, etc. 2. not feeling physically relaxed, warm, etc."
underpants,noun,"1. a piece of men’s underwear worn under their trousers 2. a piece of underwear worn by men or women under trousers, a skirt, etc."
understanding,adjective,showing sympathy for other people’s problems and being willing to forgive them when they do something wrong
underwear,noun,clothes that you wear under other clothes and next to the skin
undress,verb,to take off your clothes; to remove somebody else’s clothes
unemployed,adjective,without a job although able to work
unemployment,noun,1. the fact of a number of people not having a job; the number of people without a job 2. the state of not having a job
unfair,adjective,not right or fair according to a set of rules or principles; not treating people equally
unfashionable,adjective,not popular or fashionable at a particular time
unfasten,verb,to open something that is fastened
unfriendly,adjective,not kind or pleasant to somebody
unhappiness,noun,1. the feeling of being sad or not being happy 2. the feeling of not being pleased or satisfied with something
unhelpful,adjective,not helpful or useful; not willing to help somebody
union,noun,"1. an organization of workers, usually in a particular industry, that exists to protect their interests, improve conditions of work, etc. 2. an association or a club for people or organizations with the same interest"
unless,conjunction,1. used to say that something can only happen or be true in a particular situation 2. used to give the only situation in which something will not happen or be true
unlike,preposition,1. different from a particular person or thing 2. used to contrast somebody/something with another person or thing
unlikely,adjective,"1. not likely to happen; not probable 2. not the person, thing or place that you would normally think of or expect"
unmarried,adjective,not married
unnecessary,adjective,1. not needed; more than is needed 2. not needed in the situation and likely to be offensive
unpack,verb,"1. to take things out of a bag, case, etc. 2. to separate something into parts so that it is easier to understand"
unpleasant,adjective,"1. not pleasant or comfortable 2. not kind, friendly or polite"
unqualified,adjective,"1. not having the right knowledge, experience or qualifications to do something 2. complete; not limited by any negative qualities"
unskilled,adjective,not having or needing special skills or training
unsuccessful,adjective,not successful; not achieving what you wanted to
unsuccessfully,adverb,in a way that is not successful; without achieving what you wanted to
unsure,adjective,1. not certain of something; having doubts 2. not having enough confidence in yourself
unwell,adjective,ill
up,adjective,1. directed or moving upwards 2. cheerful; happy or excited
update,verb,"1. to make something more modern by adding new parts, etc. 2. to give somebody the most recent information about something; to add the most recent information to something"
update,noun,1. a report or broadcast that gives the most recent information about something; a new version of something containing the most recent information 2. the most recent improvements to a computer program that are sent to users of the program
upon,preposition,"1. used to emphasize that there is a large number or amount of something 2. used, especially at the beginning of stories, to mean ‘a long time ago in the past’"
upset,noun,"1. a situation in which there are problems or difficulties, especially when these are unexpected 2. a situation in which a person or team beats the person or team that was expected to win"
upset,adjective,1. unhappy or disappointed because of something unpleasant that has happened 2. an illness in the stomach that makes you feel sick (= want to vomit) or have diarrhoea
upset,verb,"1. to make somebody/yourself feel unhappy, anxious or annoyed 2. to make a plan, situation, etc. go wrong"
