english,tag,definition
retch,verb,to make sounds and movements as if you are vomiting although you do not actually do so
retention,noun,"1. the action of keeping something rather than losing it or stopping it 2. the action of keeping liquid, heat, etc. inside something rather than letting it escape 3. the ability to remember things"
reticence,noun,a dislike of telling people about things
reticent,adjective,unwilling to tell people about things
retinue,noun,a group of people who travel with an important person to provide help and support
retort,noun,"1. a quick, angry or humorous reply 2. a closed bottle with a long narrow bent spout that is used in a laboratory for heating chemicals"
retouch,verb,to make small changes to a picture or photograph so that it looks better
retrace,verb,1. to go back along exactly the same path or route that you have come along 2. to make the same trip that somebody else has made in the past 3. to find out what somebody has done or where they have been
retroactive,adjective,intended to take effect from a particular date in the past rather than from the present date
retrograde,verb,making a situation worse or returning to how something was in the past
retrospect,noun,"thinking about a past event or situation, often with a different opinion of it from the one you had at the time"
reunite,verb,"1. to bring two or more people together again after they have been separated for a long time; to come together again 2. to join together again separate areas or separate groups within an organization, a political party, etc.; to come together again"
revelation,noun,"1. a fact that people are made aware of, especially one that has been secret and is surprising 2. the act of making people aware of something that has been secret"
revere,verb,to admire and respect somebody/something very much
reverent,adjective,showing deep respect
reversion,noun,1. the act or process of returning to a former state or condition 2. the return of land or property to somebody
revert,verb,to reply
revile,verb,to criticize somebody/something in a way that shows how much you dislike them
revocation,noun,"the act of cancelling a law, etc."
revoke,verb,to officially cancel something so that it is no longer legally acceptable
rhetoric,noun,"1. speech or writing that is intended to influence people, but that is not completely honest or sincere 2. the art of using language in speech or writing in a special way that influences or entertains people"
rhetorician,noun,a person who shows skill in the art of formal rhetoric
ribald,adjective,referring to sex in a rude but humorous way
riddance,noun,an unkind way of saying that you are pleased that somebody/something has gone
rife,adjective,"1. if something bad or unpleasant is rife in a place, it is very common there 2. full of something bad or unpleasant"
righteousness,noun,"1. behaviour that is morally right or good, especially according to a religion 2. the feeling that what you are doing is morally acceptable or fair"
rightful,adjective,"that is correct, right or legal"
rigmarole,noun,1. a long and complicated process that is annoying and seems unnecessary 2. a long and complicated story
rigor,noun,"the difficult and unpleasant conditions or experiences that are associated with something, the quality or state of being very exact, careful, or strict"
risible,adjective,deserving to be laughed at rather than taken seriously
rotate,verb,"1. to move or turn around a central fixed point; to make something do this 2. if a job rotates, or if people rotate a job, they regularly change the job or regularly change who does the job"
rote,noun,the process of learning something by repeating it until you remember it rather than by understanding the meaning of it
rudimentary,adjective,1. dealing with only the most basic matters or ideas 2. not highly or fully developed
rue,verb,to feel bad about something that happened or something that you did because it had bad results
ruffian,adjective,"a violent man, especially one who commits crimes"
ruminate,verb,to think deeply about something
rustic,adjective,1. typical of the country or of country people; simple 2. made very simply of rough wood
ruth,noun,a first name for girls
sacrificial,adjective,offered as a sacrifice
sacrilege,noun,an act of treating a holy thing or place without respect
sacrilegious,adjective,treating a holy thing or place without respect
sagacious,adjective,showing good judgement and understanding
salacious,adjective,encouraging sexual desire or containing too much sexual detail
salience,noun,the quality of being particularly important or easy to notice
salient,adjective,most important or easy to notice
saline,adjective,containing salt
salutary,adjective,"having a good effect on somebody/something, though often seeming unpleasant"
salutation,noun,"1. something that you say to welcome or say hello to somebody; the action of welcoming or saying hello to somebody 2. the words that are used in a letter to address the person you are writing to, for example ‘Dear Sir’"
salvo,noun,"the act of firing several guns or dropping several bombs, etc. at the same time; a sudden attack"
sanctimonious,adjective,giving the impression that you feel you are better and more moral than other people
sanctity,noun,1. the state of being very important and worth protecting 2. the state of being holy
sanguinary,adjective,involving or liking killing and blood
sapience,noun,great intelligence or knowledge
sapient,adjective,having great intelligence or knowledge
sardonic,adjective,showing that you think that you are better than other people and do not take them seriously
satiate,verb,to give somebody so much of something that they do not feel they want any more
satyr,noun,"(in ancient Greek stories) a god of the woods, with a man’s face and body and a goat’s legs and horns"
savage,noun,1. an offensive word for somebody who belongs to a people considered to be simple and not developed 2. a cruel and violent person
savor,verb,"to enjoy the taste or smell of (something) for as long as possible, to enjoy (something) for a long time"
scabbard,noun,a cover for a sword that is made of leather or metal
scarcity,noun,"if there is a scarcity of something, there is not enough of it and it is difficult to obtain it"
scholarly,adjective,1. spending a lot of time studying and having a lot of knowledge about an academic subject 2. connected with academic study
scintilla,noun,a very small amount of something
scope,noun,"1. the opportunity or ability to do or achieve something 2. the range of things that a subject, an organization, an activity, etc. deals with 3. an instrument for looking through or watching something with"
scribe,noun,a person who made copies of written documents before printing was invented
scruple,noun,a feeling that prevents you from doing something that you think may be morally wrong
scurrilous,adjective,"very rude and offensive, and intended to damage somebody’s reputation"
seance,noun,a meeting at which people try to make contact with and talk to the spirits of dead people
sear,verb,1. to burn the surface of something in a way that is sudden and powerful 2. to cause somebody to feel sudden and great pain
sebaceous,adjective,producing a substance like oil in the body
secede,verb,to officially leave a larger state or organization of states and become independent
secession,noun,the fact of an area or group becoming independent from the country or larger group that it belongs to
seclude,verb,to keep yourself/somebody away from contact with other people
seclusion,noun,the state of being private or of having little contact with other people
second-rate,adjective,not very good or impressive
secrecy,noun,the fact of making sure that nothing is known about something; the state of being secret
sedate,adjective,"1. slow, calm and relaxed 2. quiet, especially in a way that lacks excitement"
sedentary,adjective,1. in which you spend a lot of time sitting down 2. spending a lot of time sitting down and not moving 3. that stay and live in the same place or area
sedition,noun,the use of words or actions that are intended to encourage people to oppose a government
seditious,adjective,intended to encourage people to oppose a government
sedulous,adjective,showing great care and effort in your work
seer,noun,(especially in the past) a person who claims that they can see what is going to happen in the future
seismograph,noun,an instrument that measures and records information about earthquakes
selective,adjective,1. affecting or involving only a small number of people or things from a larger group 2. tending to be careful about what or who you choose
semblance,noun,"a situation in which something seems to exist although this may not, in fact, be the case"
semiconscious,adjective,partially conscious : only somewhat awake and able to understand what is happening around you
semiannual,adjective,happening or produced every six months or twice in each year
seminary,noun,"a college where priests, ministers or rabbis are trained"
sensibility,noun,"1. the ability to experience and understand deep feelings, especially in art and literature 2. a person’s feelings, especially when the person is easily offended or influenced by something"
sensual,adjective,"1. connected with your physical feelings; giving pleasure to your physical senses, especially sexual pleasure 2. suggesting an interest in physical pleasure, especially sexual pleasure"
sensuous,adjective,1. giving pleasure to your senses 2. suggesting an interest in sexual pleasure
sentient,adjective,able to see or feel things through the senses
separable,adjective,"1. that can be separated from something, or considered separately 2. that can be used with the object going either between the verb and the particle or after the particle"
separatist,noun,a member of a group of people within a country who want to separate from the rest of the country and form their own government
sepulcher,noun,a place of burial : tomb
sequester,verb,"1. to take control of somebody’s property or assets until a debt has been paid 2. to keep a jury together in a place, in order to prevent them from talking to other people about a court case, or learning about it in the newspapers, on television, etc."
sequestrate,verb,to take control of somebody’s property or assets until a debt has been paid
sergeant-major,noun,1. a soldier of middle rank in the British army who is responsible for helping the officer who organizes the affairs of a particular regiment (= a large group of soldiers) 2. a soldier in the US army of the highest rank of non-commissioned officers
serviceable,adjective,of good enough quality to be used
servitude,noun,the condition of being a slave or being forced to obey another person
severance,noun,1. the act of ending a connection or relationship 2. the act of ending somebody’s work contract
sheer,adjective,"1. used to emphasize the size, degree or amount of something 2. complete and not mixed with anything else"
shrinkage,noun,the process of becoming smaller in size; the amount by which something becomes smaller
shrivel,verb,"to become or make something dry and wrinkled as a result of heat, cold or being old"
sidelong,adjective,"out of the corner of your eye, especially in a way that is secret or shows that you do not approve of somebody/something"
sidereal,adjective,"related to the stars that are far away, not the sun or planets"
signification,noun,"the exact meaning of something, especially a word or phrase"
similitude,noun,the state of being similar to something
simplify,verb,to make something easier to do or understand
simulate,verb,"1. to create particular conditions that exist in real life using computers, models, etc., usually for study or training purposes 2. to be made to look like something else 3. to pretend that you have a particular feeling"
sinecure,noun,a job that you are paid for even though it involves little or no work
singe,verb,"to burn the surface of something slightly, usually by mistake; to be burnt in this way"
sinister,adjective,seeming evil or dangerous; making you think something bad will happen
sinuous,adjective,"turning while moving, in an attractive way; having many curves"
skeptic,noun,"a person who usually doubts that claims or statements are true, especially those that other people believe in"
skepticism,noun,an attitude of doubting that claims or statements are true or that something will happen
sleight,noun,"quick or deceptive hand movements that are used especially to perform magic tricks, the act of tricking or deceiving someone in a clever way"
sol,noun,the fifth note of a major scale
solace,noun,a feeling of emotional comfort when you are sad or disappointed; a person or thing that makes you feel better or happier when you are sad or disappointed
solder,noun,"a mixture of metals that is heated and melted and then used to join metals, wires, etc. together"
solecism,noun,1. a mistake in the use of language in speech or writing 2. an example of bad manners or unacceptable behaviour
solicitude,noun,"anxious care for somebody’s comfort, health or happiness"
somber,adjective,"very sad and serious, having a dull or dark color"
somnolence,noun,1. the state of being almost asleep 2. the fact of making you feel tired
somnolent,adjective,1. almost asleep 2. making you feel tired
sonorous,adjective,having a pleasant full deep sound
soothsayer,noun,a person who is believed to be able to tell what will happen in the future
sophisticate,verb,a sophisticated person
sorcery,noun,magic that uses evil spirits
sparse,adjective,only present in small amounts or numbers and often spread over a large area
spartan,adjective,simple or severe; without anything that makes life easier or more pleasant
specious,adjective,seeming right or true but actually wrong or false
specter,noun,a ghost or spirit of a dead person
speculator,noun,a person who buys and sells goods or shares in a company in the hope of making a profit
sphericity,noun,"a round object : globe, a three-dimensional shape that looks like a ball, an area of influence or activity"
spinster,noun,a word for a woman who is not married and is no longer young that is now considered offensive
spontaneous,adjective,"1. not planned but done because you suddenly want to do it 2. often doing things without planning to, because you suddenly want to do them"
spurious,adjective,"1. false, although seeming to be real or true 2. based on false ideas or ways of thinking"
squalid,adjective,1. very dirty and unpleasant 2. involving low moral standards or dishonest behaviour
stagnant,adjective,"1. stagnant water or air is not moving and therefore smells unpleasant 2. not developing, growing or changing"
stagnate,verb,1. to stop developing or making progress 2. to be or become stagnant
stagnation,noun,1. the fact of no longer developing or making progress 2. the fact of not moving and therefore smelling unpleasant
stagy,adjective,"not natural, as if it is being acted by somebody in a play"
stanchion,noun,a long thin vertical piece of wood or metal used to support something
statecraft,noun,skill in managing state and political affairs
statics,noun,the science that studies the relationship between forces that keep objects in balance
stationary,adjective,1. not moving; not intended to be moved 2. not changing in condition or quantity
statistician,noun,a person who studies or works with statistics
statuette,noun,a small statue
stealth,noun,the fact of doing something in a quiet or secret way
stellar,adjective,1. connected with the stars 2. excellent
steppe,noun,"a large area of land with grass but few trees, especially in south-east Europe and Siberia"
stifle,verb,"1. to prevent something from happening; to prevent a feeling from being expressed 2. to feel unable to breathe, or to make somebody unable to breathe, because it is too hot and/or there is no fresh air"
stigma,noun,1. negative feelings that people have about particular circumstances or characteristics that somebody may have 2. the part in the middle of a flower where pollen is received
stingy,adjective,"not given or giving willingly; not generous, especially with money"
stipend,noun,"an amount of money that is paid regularly to somebody, especially a priest, as wages or money to live on"
stoicism,noun,the fact of not complaining or showing what you are feeling when you are suffering
stolid,adjective,not showing much emotion or interest; remaining always the same and not reacting or changing
strait,noun,1. a narrow passage of water that connects two seas or large areas of water 2. a very difficult situation especially because of lack of money
stratagem,noun,a trick or plan that you use to gain an advantage or to trick an opponent
stringency,noun,1. the quality of being very strict 2. the fact of conditions being difficult and having very strict controls because there is not much money
stripling,noun,a young man who is older than a boy but who does not seem to be a real man yet
stultify,verb,to make somebody feel very bored and unable to think of new ideas
stupendous,adjective,"extremely large or impressive, especially greater or better than you expect"
stupor,noun,"a state in which you are unable to think, hear, etc. clearly, especially because you have drunk too much alcohol, taken drugs or had a shock"
suasion,noun,"the act of persuading somebody to do something, as opposed to using force"
subconscious,adjective,connected with feelings that influence your behaviour even though you are not aware of them
subjection,noun,"the process of bringing a country or group of people under your control, especially by using force; the situation of being controlled in this way"
subjugate,verb,to defeat somebody/something; to gain control over somebody/something
submerge,verb,"1. to go under the surface of water or liquid; to put something or make something go under the surface of water or liquid 2. to hide ideas, feelings, opinions, etc. completely"
submersion,noun,"1. the act or process of going or being put under the surface of water or liquid; the state of being under water or liquid 2. the act of hiding ideas, feelings, opinions, etc. completely  3. the state of becoming completely involved in something"
subservience,noun,1. the fact of being too willing to obey other people 2. the fact of being less important than something else
subservient,adjective,1. too willing to obey other people 2. less important than something else
subside,verb,"1. to become calmer, quieter or less intense 2. to go back to a normal level 3. to sink to a lower level; to sink lower into the ground"
subsist,verb,"1. to manage to stay alive, especially with limited food or money 2. to exist; to apply and be relevant"
substantive,adjective,"dealing with real, important or serious matters"
subtend,verb,to be opposite to an arc or angle
subterfuge,noun,"a secret, usually dishonest, way of behaving"
subterranean,adjective,under the ground
subversion,noun,"1. the process of trying to destroy the authority of a political, religious, etc. system by attacking it secretly or indirectly 2. an act of changing something to its opposite, especially when this challenges fixed ideas or expectations"
subvert,verb,"1. to try to destroy the authority of a political, religious, etc. system by attacking it secretly or indirectly 2. to challenge somebody’s ideas or expectations and make them consider the opposite"
succinct,adjective,expressed clearly and in a few words
succulent,adjective,1. containing a lot of juice and tasting good 2. having leaves and stems that are thick and contain a lot of water
sufferance,noun,"if you do something on sufferance, somebody allows you to do it although they do not really want you to"
sufficiency,noun,an amount of something that is enough for a particular purpose
suffrage,noun,the right to vote in political elections
suffuse,verb,to spread all over or through somebody/something
suggestible,adjective,easily influenced by other people
suggestive,adjective,1. reminding you of something or making you think about something 2. making people think about sex
sumptuous,adjective,very expensive and looking very impressive
superabundance,noun,much more than enough of something
superb,adjective,excellent; of very good quality
supercilious,adjective,behaving towards other people as if you think you are better than they are
superfluity,noun,a larger number or amount than you need or want
superfluous,adjective,unnecessary or more than you need or want
superintend,verb,"to be in charge of something and make sure that everything is working, being done, etc. as it should be"
superintendence,noun,"the position or practice of being in charge of somebody/something and making sure that everything is working, being done, etc. as it should be"
supernatural,adjective,"1. that cannot be explained by the laws of science and that seems to involve gods or magic 2. events, forces or powers that cannot be explained by the laws of science and that seem to involve gods or magic"
supernumerary,adjective,more than you normally need; extra
supersede,verb,to take the place of something/somebody that is considered to be old-fashioned or no longer the best available
supine,adjective,1. lying flat on your back 2. not willing to act or disagree with somebody because you are lazy or morally weak
supplant,verb,to take the place of somebody/something (especially somebody/something older or less modern)
supplementary,adjective,provided in addition to something else in order to improve or complete it
supplicant,noun,"a person who asks for something in a humble way, especially from God or a powerful person"
supposition,noun,1. an idea that you think is true although you may not be able to prove it  2. the act of believing or claiming that something is true even though it cannot be proved
surcharge,noun,an extra amount of money that you must pay in addition to the usual price
surety,noun,"1. money given as a promise that you will pay a debt, appear in court, etc. 2. a person who accepts responsibility if somebody else does not pay a debt, appear in court, etc."
surfeit,verb,an amount that is too large
surreptitious,adjective,"done secretly or quickly, in the hope that other people will not notice"
susceptibility,noun,"1. the state of being very likely to be influenced, harmed or affected by something 2. a person’s feelings that are likely to be easily hurt"
susceptible,adjective,"1. very likely to be influenced, harmed or affected by something 2. easily influenced by feelings and emotions 3. allowing something; capable of something"
suspense,noun,"a feeling of worry or excitement that you have when you feel that something is going to happen, somebody is going to tell you some news, etc."
sustenance,noun,"1. the food and drink that people, animals and plants need to live and stay healthy 2. the process of making something continue to exist"
sycophant,noun,"a person who praises important or powerful people too much and in a way that is not sincere, especially in order to get something from them"
synod,noun,an official meeting of Church members to discuss religious matters and make important decisions
synonym,noun,a word or expression that has the same or nearly the same meaning as another in the same language
synopsis,noun,"a summary of a piece of writing, a play, etc."
systematic,adjective,"done according to a system or plan, in a complete, efficient or determined way"
taciturn,adjective,"tending not to say very much, in a way that seems unfriendly"
tact,noun,the ability to deal with difficult or embarrassing situations carefully and without doing or saying anything that will annoy or upset other people
tactician,noun,a person who is very clever at planning the best way to achieve something
tactics,noun,"an action or method that is planned and used to achieve a particular goal, the activity or skill of organizing and moving soldiers and equipment in a military battle"
tangible,adjective,1. that can be clearly seen to exist 2. that you can touch or feel
tannery,noun,a place where animal skins are tanned and made into leather
tantalize,verb,to make you want something that you cannot have or do
tantamount,adjective,having the same bad effect as something else
tarnish,verb,"1. if metal tarnishes or something tarnishes it, it no longer looks bright and shiny 2. to damage the good opinion people have of somebody/something"
technicality,noun,"1. the small details of how to do something or how something works 2. a small detail in a law or set of rules, especially one that does not seem fair"
teem,verb,to fall heavily
telepathy,noun,"the direct communication of thoughts or feelings from one person to another without using speech, writing, or any other normal method"
telephony,noun,the process of sending messages and signals by telephone
telltale,adjective,showing that something exists or has happened
temporal,adjective,"1. connected with the real physical world, not spiritual matters 2. connected with or limited by time 3. near the temple(s) at the side of the head"
temporize,verb,"to delay making a decision or giving a definite answer, in order to gain time"
tempter,noun,"a person who tries to persuade somebody to do something, especially something bad or wrong"
tenacious,adjective,"1. that does not stop holding something or give up something easily; determined 2. continuing to exist, have influence, etc. for longer than you might expect"
tenet,noun,one of the principles or beliefs that a theory or larger set of beliefs is based on
tercentenary,adjective,the 300th anniversary of something
termagant,adjective,an offensive word for a woman who is thought to be very strict or trying in an unpleasant way to tell people what to do
territorial,adjective,1. connected with the land or sea that is owned by a particular country 2. guarding and defending an area of land that they believe to be their own
terse,adjective,using few words and often not seeming polite or friendly
testament,noun,1. a thing that shows that something else exists or is true 2. a legal document that says what is to happen to somebody’s money and property after they die
testimonial,noun,"1. a formal written statement, often by a former employer, about somebody’s abilities, qualities and character; a formal written statement about the quality of something 2. a thing that you give or do to show that you admire and appreciate somebody"
theocracy,noun,1. government of a country by religious leaders 2. a country that is governed by religious leaders
theorist,noun,a person who develops ideas and principles about a particular subject in order to explain why things happen or exist
thereabout,adverb,"near or around that place, time, number, amount, etc."
thoroughbred,adjective,"of high quality, with parents that are both of the same type"
thrall,noun,controlled or strongly influenced by somebody/something
tincture,noun,a substance dissolved in alcohol for use as a medicine
tinge,noun,"a small amount of a colour, feeling or quality"
tipsy,adjective,slightly drunk
tiresome,adjective,making you feel annoyed
titanic,adjective,"very large, important, strong or difficult"
tolerable,adjective,"1. fairly good, but not of the best quality 2. that you can accept or bear, although unpleasant or painful"
tolerate,verb,"1. to allow somebody to do something that you do not agree with or like 2. to accept somebody/something that is annoying, unpleasant, etc. without complaining 3. to be able to be affected by a drug, difficult conditions, etc. without being harmed"
topography,noun,"the physical features of an area of land, especially the position of its rivers, mountains, etc.; the study of these features"
torpor,noun,the state of not being active and having no energy or enthusiasm
tortuous,adjective,"1. not simple and direct; long, complicated and difficult to understand 2. full of bends"
torturous,adjective,causing great pain or suffering
tractable,adjective,easy to deal with or control
trajectory,noun,"the curved path of something that has been fired, hit or thrown into the air"
trammel,noun,to limit somebody’s freedom of movement or activity
tranquil,adjective,quiet and peaceful
tranquilize,verb,to use a drug to cause (a person or animal) to become very relaxed and calm
tranquility,noun,the quality or state of being quiet and peaceful
transcend,verb,to be or go beyond the usual limits of something
transcendent,adjective,going beyond the usual limits; extremely great
transcontinental,adjective,crossing a continent
transcribe,verb,"1. to record thoughts, speech or data in a written form, or in a different written form from the original 2. to show the sounds of speech using a special phonetic alphabet 3. to write a piece of music in a different form so that it can be played by a different musical instrument or sung by a different voice"
transferable,adjective,"that can be moved from one place, person or use to another"
transference,noun,"the process of moving something from one place, person or use to another"
transfigure,verb,to change the appearance of a person or thing so that they look more beautiful
transfuse,verb,to put new blood into the body of a person or an animal
transfusion,noun,1. the process of putting new blood into the body of a person or an animal 2. the act of investing extra money in a place or an activity that needs it
transgress,verb,to go beyond the limit of what is morally or legally acceptable
transience,noun,the fact that something continues for only a short time
transient,noun,"a person who stays or works in a place for only a short time, before moving on"
transitory,adjective,continuing for only a short time
translucence,noun,the ability to allow light to pass through without being completely clear
translucent,adjective,allowing light to pass through but not completely clear
transmissible,adjective,"able to be spread to other people, animals, etc. : capable of being transmitted"
transmute,verb,"to change, or make something change, into something different"
transparent,adjective,1. allowing you to see through it 2. that you can easily see is false; allowing you to see the truth easily 3. easy to understand
transpire,verb,"1. if it transpires that something has happened or is true, it is known or has been shown to be true 2. to happen 3. when plants or leaves transpire, water passes out from their surface"
transposition,noun,1. an act of changing the order of two or more things 2. an act of moving or changing something to a different place or environment or into a different form 3. an act of writing or playing a piece of music or a series of notes in a different key
transverse,adjective,placed across something
travail,noun,"an unpleasant experience or situation that involves a lot of hard work, difficulties and/or pain"
travesty,noun,"something that does not have the qualities or values that it should have, and as a result is often considered wrong or offensive"
treacherous,adjective,"1. that cannot be trusted; intending to harm you 2. dangerous, especially when seeming safe"
treachery,noun,"behaviour that involves hurting somebody who trusts you, for example by telling their secrets to other people; an example of this"
treatise,noun,a long and serious piece of writing on a particular subject
tremendous,adjective,1. very great 2. extremely good
trenchant,adjective,"expressed strongly and effectively, in a clear way"
trestle,noun,"a wooden or metal structure with two pairs of sloping legs. Trestles are used in pairs to support a flat surface, for example the top of a table."
triad,noun,1. a group of three related people or things 2. a Chinese secret organization involved in criminal activity
tribune,noun,"1. an official elected by the people in ancient Rome to defend their rights; a popular leader 2. a raised area that somebody stands on to make a speech or a raised area with seats, especially in a church"
trickery,noun,the use of dishonest methods to trick people in order to achieve what you want
tricolor,adjective,having or using three colors
trident,noun,a weapon used in the past that looks like a long fork with three points
triple,adjective,1. having three parts or involving three people or groups 2. three times as much or as many as something
triplicate,adjective,"1. done three times 2. copied twice, so that there are three copies in total"
tripod,noun,"a support with three legs for a camera, telescope, etc."
trite,adjective,boring because it has been expressed so many times before; not original
trivial,adjective,not important or serious; not worth considering
turpitude,noun,very bad behaviour
tutelage,noun,"1. the teaching and instruction that one person gives to another 2. the state of being protected or controlled by another person, organization or country"
twinge,noun,1. a sudden short feeling of pain 2. a sudden short feeling of an unpleasant emotion
typify,verb,1. to be a typical example of something 2. to be a typical feature of something
typographical,adjective,"connected with the art or work of preparing books, etc. for printing, especially of designing how text will appear when it is printed"
typography,noun,"the art or work of preparing books, etc. for printing, especially of designing how text will appear when it is printed"
tyrannical,adjective,using power or authority over people in an unfair and cruel way
tyranny,noun,1. unfair or cruel use of power or authority 2. the rule of a tyrant; a country under this rule
tyro,noun,a person who has little or no experience of something or is beginning to learn something
ubiquitous,adjective,seeming to be everywhere or in several places at the same time; very common
ulterior,adjective,that somebody keeps hidden and does not admit
ultimatum,noun,"a final warning to a person or country that if they do not do what you ask, you will use force or take action against them"
umbrage,noun,"to feel offended, hurt or upset by something, often without a good reason"
unaccountable,adjective,1. impossible to understand or explain 2. not having to explain or give reasons for your actions to anyone
unaffected,adjective,1. not changed or influenced by something; not affected by something 2. natural and sincere
unavoidable,adjective,impossible to avoid or prevent
unbecoming,adjective,1. not suiting a particular person 2. not appropriate or acceptable
unbelief,noun,"lack of belief, or the state of not believing, especially in God, a religion, etc."
unbiased,adjective,"fair and not influenced by your own or somebody else’s opinions, desires, etc."
unbridled,adjective,lacking control and therefore extreme
uncommon,adjective,1. not existing in large numbers or in many places 2. unusually large in degree or amount; great
unction,noun,1. the act of pouring oil on somebody’s head or another part of their body as part of an important religious ceremony 2. behaviour or speech that is not sincere and that expresses too much praise of somebody
unctuous,adjective,friendly or giving praise in a way that is not sincere and that is therefore unpleasant
undercharge,verb,"to charge too little for something, usually by mistake"
undergarment,noun,a piece of underwear
undersell,verb,1. to sell goods or services at a lower price than your competitors 2. to sell something at a price lower than its real value 3. to make people think that somebody/something is/you are not as good or as interesting as they/you really are
undersized,adjective,not as big as is expected or needed
underhanded,adjective,"done in a secret and dishonest way : intended to deceive or trick someone, underhand"
underling,noun,a person with a lower rank or status
undermine,verb,"1. to make something, especially somebody’s confidence or authority, gradually weaker or less effective 2. to make something weaker at the base, for example by digging under it"
underrate,verb,"to not recognize how good, important, etc. somebody/something really is"
understate,verb,"to state that something is smaller, less important or less serious than it really is"
undervalue,verb,"1. to not recognize how good, valuable or important somebody/something really is 2. to state that the financial value of something is lower than it really is"
underworld,noun,1. the people and activities involved in crime in a particular place 2. the place under the earth where people are believed to go when they die
undue,adjective,more than you think is reasonable or necessary
undulate,verb,to go or move gently up and down like waves
unfavorable,adjective,"likely to cause problems or difficulties, expressing disapproval"
unguent,noun,a soft substance that is used for rubbing onto the skin to help a wound or a painful area to stop hurting and get better
unicellular,adjective,consisting of only one cell
unify,verb,"to join people, things, parts of a country, etc. together so that they form a single unit"
unison,noun,"1. if people do or say something in unison, they all do it at the same time 2. if people or organizations are working in unison, they are working together, because they agree with each other 3. if singers or musicians sing or play in unison, they sing or play notes at the same pitch or at one or more octaves apart"
unitarian,adjective,belonging to or connected with a Christian Church that does not believe in the Trinity and has no formal teachings
unlimited,adjective,as much or as many as is possible; not limited in any way
unnatural,adjective,"1. different from what is normal or expected, or from what is generally accepted as being right 2. different from anything in nature"
unsettle,verb,"to make somebody feel upset or worried, especially because a situation has changed"
unsophisticated,adjective,1. not having or showing much experience of the world and social situations 2. simple and basic; not complicated
unspeakable,adjective,"that cannot be described in words, usually because it is so bad"
untimely,adjective,1. happening too soon or sooner than is normal or expected 2. happening at a time or in a situation that is not suitable
untoward,adjective,"unusual and unexpected, and usually unpleasant"
unutterable,adjective,used to emphasize how great a particular emotion or quality is
unwieldy,adjective,"1. difficult to move or control because of its size, shape or weight 2. difficult to control or organize because it is very large or complicated"
unwise,adjective,showing a lack of good judgement
up-keep,noun,"the process of keeping something in good condition : the care or maintenance of buildings, equipment, etc."
upbraid,verb,to criticize somebody or speak angrily to them because you do not approve of something that they have said or done
upheaval,noun,a big change that causes a lot of worry and problems
uppermost,adjective,1. higher or nearer the top than other things 2. more important than other things in a particular situation
uproarious,adjective,1. in which there is a lot of noise and people laugh or shout a lot 2. extremely funny
uproot,verb,"1. to pull a tree, plant, etc. out of the ground 2. to leave a place where you have lived for a long time; to make somebody do this"
urbanity,noun,the quality of being good at knowing what to say and how to behave in social situations; a relaxed and confident way of behaving
urchin,noun,"1. a young child who is poor and dirty, often one who has no home 2. a small sea creature with a round shell that is covered with spikes"
urgency,noun,1. the quality of needing to be dealt with or happen immediately 2. the feeling or belief that something needs to be dealt with immediately
usurious,adjective,lending money at very high rates of interest
usurp,verb,to take somebody’s position and/or power without having the right to do this
usury,noun,the practice of lending money to people at unfairly high rates of interest
utmost,noun,the greatest amount possible
vacate,verb,"1. to leave a building, seat, etc., especially so that somebody else can use it 2. to leave a job, position of authority, etc. so that it is available for somebody else"
vacuous,adjective,showing no sign of intelligence or sensitive feelings
vagabond,noun,a person who has no home or job and who travels from place to place
valediction,noun,"the act of saying goodbye, especially in a formal speech"
valedictorian,noun,the student who has the highest grades in a particular group of students and who gives the valedictory speech at a graduation ceremony
valedictory,noun,"connected with saying goodbye, especially at a formal occasion"
valorous,adjective,"showing great courage, especially in war"
vapid,adjective,not showing interest or intelligence
variance,noun,1. the amount by which something changes or is different from something else 2. disagreeing with or opposing somebody/something
variant,noun,a thing that is a slightly different form or type of something else
vassal,noun,"1. a man in the Middle Ages who promised to fight for and show support for a king or other powerful owner of land, in return for being given land to live on 2. a country that depends on and is controlled by another country"
vegetal,adjective,connected with plants
vegetate,verb,to spend time doing very little and feeling bored
vegetative,adjective,1. relating to plant life 2. alive but showing no sign of brain activity
vehement,adjective,"showing very strong feelings, especially anger"
velvety,adjective,pleasantly smooth and soft
venal,adjective,prepared to do things that are not honest or moral in return for money
veneer,noun,"1. a thin layer of wood or plastic that is stuck to the surface of cheaper wood with glue, especially on a piece of furniture 2. an outer appearance of a particular quality that hides the true nature of somebody/something"
venerate,verb,"to have and show a lot of respect for somebody/something, especially somebody/something that is considered to be holy or very important"
venereal,adjective,relating to diseases spread by sexual contact
venial,adjective,not very serious and therefore able to be forgiven
venous,adjective,of or contained in veins (= the tubes that carry liquids around the bodies of animals and plants)
verbatim,adverb,exactly as spoken or written
verbiage,noun,"the use of too many words, or of more difficult words than are needed, to express an idea"
verbose,adjective,using or containing more words than are needed
verdant,adjective,fresh and green
verification,noun,the act of showing or checking that something is true or accurate
verily,adverb,really; truly
verity,noun,1. a belief or principle about life that is accepted as true 2. truth
vernal,adjective,connected with the season of spring
versatile,adjective,1. able to do many different things 2. having many different uses
vertex,noun,"1. a point where two lines meet to form an angle, especially the point of a triangle or cone opposite the base 2. the highest point or top of something"
vertigo,noun,"the feeling of dizziness and fear, and of losing your balance, that is caused in some people when they look down from a very high place"
